returnOnEquity,Debt to Equity,PE ratio,Revenue Growth,operatingProfitMargin,Class
0.1296,0.4276,8.1398,0.0007,1.0,1
-0.0592,0.3533,0.0,0.2117,1.0,0
0.0992,0.7887,22.0305,0.0191,1.0,1
0.1539,0.2092,10.753,0.505,1.0,1
3.7973,12.044,24.7225,0.3,1.0,1
-0.34,0.3316,0.0,0.5303,1.0,0
-0.1144,0.0,0.0,0.1497,1.0,1
0.1166,1.0132,11.8076,-0.1249,1.0,0
-0.2339999999999999,0.6646,0.0,-0.158,1.0,0
0.0737,0.4697,19.5481,0.2556,1.0,1
-0.7471,-4.1145,19.3345,0.1509,1.0,1
0.03,0.0448,93.56,-0.0323,1.0,1
-0.1466,0.0,0.0,0.1415,1.0,1
-0.4221,0.1915,0.0,0.8905,1.0,1
0.2002,3.9551,17.011,0.0784,1.0,1
0.0358,0.6668,37.1722,-0.0663,1.0,1
0.1292,1.7227,12.1405,-0.0381,1.0,1
0.1268,0.8692,14.5075,0.0995,1.0,1
0.1788,0.0453,29.4398,0.0476,1.0,0
0.0884,0.5291,15.435,0.5244,1.0,1
0.1988,0.2487,21.675,0.2348,1.0,1
0.4293,0.8852,10.0449,-0.0499,1.0,1
0.1133,1.6778,5.8433,0.3188,1.0,1
0.1485,1.9496,14.2012,0.3187,1.0,1
0.1069,0.9884,22.2364,0.1443,1.0,1
0.1721,1.9934,27.5015,0.0829,1.0,1
-0.0038,0.006,0.0,-0.065,1.0,0
-0.3957,0.6467,0.0,0.1208,1.0,1
-0.0433,0.0574,0.0,-0.2064,1.0,0
-0.0799,2.6307,0.0,-0.0102,1.0,1
0.8419,3.1869,20.4542,0.0367,1.0,1
-0.7801,0.4589,0.0,0.4569,1.0,0
0.1689,5.8078,42.4808,0.0863,1.0,1
0.0523,1.3907,32.5607,0.4665,1.0,0
0.1131,0.2829,7.7792,0.3532,1.0,1
0.0423,0.6116,90.6351,0.1841,1.0,1
-0.1036,0.0819,0.0,0.3323,1.0,0
0.2081,1.1403,9.6537,-0.0733,1.0,1
0.0798,2.2688,22.4521,0.0017,1.0,0
-0.4228,0.0,0.0,2.5818,1.0,0
0.0471,0.7011,54.0184,0.0308,1.0,1
-0.0309,0.0,0.0,0.594,1.0,1
-5.3134,5.2259,0.0,0.1151,1.0,1
0.1875,0.79,16.9701,0.109,1.0,1
-0.2948,0.0813,0.0,0.5406,1.0,0
0.0858,0.2577,15.4552,0.0756,1.0,1
-0.3473,0.61,0.0,0.176,1.0,1
0.2733,0.0,20.5538,0.5782,1.0,0
0.1346,0.9856,15.6667,0.0764,1.0,1
-0.0599,0.647,0.0,0.5145,1.0,1
0.1917,1.0646,9.4962,0.1921,1.0,1
0.0471,0.1724,54.2915,-0.0707,1.0,1
-0.1118,0.0216,0.0,0.5919,1.0,0
0.1218,1.7783,22.28,-0.0339,1.0,1
-0.1524,0.0004,0.0,0.3891,1.0,0
0.1997,0.0,29.0189,0.0861,1.0,1
-0.5511,0.0,0.0,0.5954,1.0,1
0.1425,1.2919999999999998,12.0686,0.0571,1.0,1
0.1147,0.5022,22.2258,0.0706,1.0,1
0.9697,3.8285,9.1289,0.1994,1.0,1
0.1268,0.216,10.6033,-0.0042,1.0,1
0.2004,0.3804,25.887,0.0734,1.0,1
0.2008,0.9287,18.2365,0.0964,1.0,1
0.0429,0.3662,18.0172,0.1111,1.0,1
-0.1053,1.6548,0.0,0.2954,1.0,1
0.2349,0.911,17.3635,0.1488,1.0,1
0.0878,0.7214,6.1863,-0.0913,1.0,1
0.0623,0.3013,20.4246,0.3678,1.0,1
0.1916,1.8175,11.0766,0.033,1.0,0
0.2177,0.0,19.5897,0.0333,1.0,1
0.1621,0.579,16.6389,0.1682,1.0,1
0.0541,0.89,35.9485,0.3175,1.0,1
0.1269,0.3673,13.4899,0.2003,1.0,1
0.0788,3.7802,13.4945,0.0751,1.0,0
-0.0048,0.2429,0.0,-0.084,1.0,0
-0.0859,0.0,0.0,0.0001,1.0,1
0.133,0.1564,14.6247,0.044,1.0,1
0.0945,0.2115,11.9102,0.1248,1.0,1
0.0846,0.9888,19.2647,-0.009,1.0,1
0.0145,0.2939,65.6154,-0.073,1.0,0
3.745,9.662,21.1635,0.0622,1.0,1
0.1607,0.9977,15.2612,0.1324,1.0,1
0.3529,0.0,25.7598,0.0341,1.0,0
0.1896,1.1936,10.9139,0.1495,1.0,1
0.2996,4.2838,10.6293,0.0123,1.0,1
0.0838,2.3367,13.6875,0.2607,1.0,1
0.1446,1.9973,14.541,0.0459,1.0,1
-0.6628,-3.7793,10.1186,-0.0825,1.0,0
0.0564,0.1295,17.3333,-0.018,1.0,1
0.1073,5.0983,3.3333,0.1217,1.0,1
-0.0142,0.0,0.0,0.0813,1.0,1
-3.9618,2.4361,0.0,0.7799,1.0,1
0.0068,0.0044,208.5714,-0.0396,1.0,1
-0.7044,1.4339,0.0,0.0756,1.0,1
-0.0072,0.0996,0.0,0.2526,1.0,1
0.0606,0.3372,83.90700000000001,0.0201,1.0,1
0.0955,1.2777,31.6574,0.0353,1.0,1
0.0996,0.5885,8.2361,0.0052,1.0,1
0.0955,0.0,16.0297,0.1282,1.0,1
0.1635,0.9961,12.0881,0.0165,1.0,1
-0.1806,0.1126,0.0,0.0217,1.0,0
0.1394,2.6418,16.281,0.03,1.0,0
0.0389,0.0,55.0238,0.0302,1.0,1
0.1194,0.2945,27.3843,0.0221,1.0,1
0.2732,1.5042,31.4632,0.0772,1.0,1
0.1392,0.4295,6.0916,-0.0753,1.0,0
0.2121,0.4097,7.5174,0.0455,1.0,1
0.1394,0.0,15.1176,-0.0044,1.0,1
0.0625,0.0,84.1346,0.2218,1.0,1
-0.6499,1.3464,0.0,0.2246,1.0,0
0.1673,0.0,26.7014,0.1072,1.0,0
0.1379,0.6452,45.5878,0.3929999999999999,1.0,0
0.512,1.1013,15.4228,0.0696,1.0,1
0.1321,0.0007,17.0414,0.042,1.0,1
0.1889,0.5093,22.6504,0.1262,1.0,1
0.077,0.6316,22.0922,0.0025,1.0,1
0.3869,1.4235,3.8776,0.1887,1.0,1
0.428,0.3674,8.1743,0.0385,1.0,1
0.1087,1.0284,20.2338,0.0829,1.0,1
-1.4037,0.585,0.0,-0.3048,1.0,0
0.0279,0.3668,64.8305,0.4951,1.0,1
0.1345,0.4507,15.6774,0.1418,1.0,1
0.1173,0.8101,27.2389,0.1083,1.0,1
0.0731,0.4185,21.8933,-0.0592,1.0,1
0.4065,0.4672,22.0039,0.0453,1.0,1
0.1202,4.0951,11.0519,0.3919,1.0,1
0.2972,2.5045,33.0084,0.1702,1.0,1
0.3754,0.861,7.2429,0.0579,1.0,1
-0.5642,6.6733,0.0,-0.0108,1.0,1
0.1802,0.1005,21.4062,0.0471,1.0,1
0.1264,0.764,17.081,0.1289,1.0,1
0.0949,1.2068,9.686,0.0395,1.0,0
0.1273,0.0284,12.4859,0.2519,1.0,0
0.0576,0.8216,31.1,0.1658,1.0,1
0.1029,1.3461,22.9575,0.1241,1.0,1
-0.5859,0.122,0.0,0.3264,1.0,1
0.1957,-0.6990000000000001,0.0,-0.2863,1.0,0
0.175,1.2728,18.7436,0.0512,1.0,1
0.2646,1.0694,11.7187,0.1198,1.0,1
0.2083,1.0923,7.91,0.4081,1.0,1
0.1507,1.9363,9.6731,0.0779,1.0,1
0.0809,1.0179,20.7317,0.13,1.0,1
0.0065,0.2541,241.8,-0.0626,1.0,1
-0.1116,0.4542,0.0,0.1679,1.0,1
0.0967,0.0369,27.6652,0.2493,1.0,1
0.5691,5.5218,1.8576,-0.2953,1.0,0
0.046,1.0165,22.85,0.0556,1.0,1
0.1091,0.2152,14.2004,-0.06,1.0,1
-0.0663,0.0,0.0,0.0,1.0,0
0.4166,0.9018,17.5921,0.1185,1.0,0
-0.4237,0.0,0.0,-0.1483,1.0,0
0.2234,0.0,55.7981,0.5486,1.0,1
0.2226,0.26,22.195,0.1691,1.0,1
-0.3506,0.4074,0.0,0.9474,1.0,1
0.0496,1.9896,34.3333,0.0293,1.0,0
-0.1748,0.0,0.0,0.3576,1.0,1
0.1481,1.4131,19.5628,0.0769,1.0,0
0.1203,1.9742,8.7633,0.1444,1.0,1
-0.1276,4.9344,0.0,-0.1101,1.0,1
-0.3391,0.0,0.0,0.4462,1.0,1
0.1161,0.7834,13.7822,0.208,1.0,1
0.0839,0.3092,16.4466,-0.0273,1.0,1
0.1,0.5002,23.7438,0.0907,1.0,0
0.0327,0.5612,120.475,0.2959,1.0,1
0.0791,0.8499,58.8793,0.1407,1.0,1
0.0857,0.0864,13.8295,-0.4215,1.0,1
0.0483,1.7208,50.1912,0.0853,1.0,1
0.1115,0.3365,7.8067,0.0596,1.0,1
0.239,0.8007,29.4543,0.0547,1.0,1
0.4985,1.5315,12.6252,0.0342,1.0,1
0.088,0.6785,8.0482,-0.0616,1.0,1
0.1743,0.2528,25.0359,0.8805,1.0,1
0.1022,0.5478,28.913,0.2007,1.0,0
0.0639,1.4487,15.4865,0.0897,1.0,0
0.1607,3.7775,5.039,-0.0956,1.0,1
0.0392,0.4986,14.303,0.0499,1.0,0
2.5723,2.4928,4.4515,0.2016,1.0,0
0.1731,0.6319,17.5,0.039,1.0,0
0.0479,1.4013,17.2727,0.0809,1.0,1
0.1505,0.2248,21.239,-0.0137,1.0,1
0.3868,2.2643,14.306,0.1198,1.0,1
0.1242,0.9782,26.2803,0.08,1.0,1
-0.3793,1.4682,0.0,0.0719,1.0,1
0.0628,2.5349,39.0556,-0.3615,1.0,1
-0.1401,0.0,0.0,0.5127,1.0,1
0.1905,1.1363,17.9912,0.1659,1.0,1
0.1244,1.0353,7.7276,0.0336,1.0,1
0.0296,1.8849,101.1875,-0.0156,1.0,1
0.0409999999999999,0.7302,43.4262,0.1607,1.0,1
0.0236,1.1323,74.6895,0.2695,1.0,0
-0.0186,0.8058,0.0,0.0826,1.0,1
0.8114,2.1504,13.3731,-0.0912,1.0,1
0.1249,0.9128,12.8695,0.1304,1.0,1
-0.0908,0.0991,0.0,2.6275,1.0,0
0.1482,0.1404,35.0107,0.074,1.0,1
0.2724,2.1938,16.4327,0.0307,1.0,1
0.3466,4.0839,12.7851,0.1091,1.0,1
0.1787,0.9481,8.5277,0.2631,1.0,1
-0.0982,0.0086,0.0,1.3942,1.0,0
-0.2637,0.0946,0.0,-0.606,1.0,1
0.4685,9.2455,12.6738,0.282,1.0,1
0.1465,1.0677,10.7213,0.283,1.0,1
0.0789,0.0013,51.0348,0.2348,1.0,1
0.0975,2.0502,18.391,-0.0059,1.0,1
0.1228,0.969,5.7917,0.071,1.0,1
0.0729,0.903,41.7802,0.0469,1.0,1
-0.5684,0.0243,0.0,-0.486,1.0,1
0.2205,0.7947,24.3404,0.289,1.0,1
0.2752,4.5722,9.1348,0.8276,1.0,0
0.0839,0.7821,8.6421,0.1863,1.0,1
0.4195,7.1776,19.8393,0.1001,1.0,1
0.0589,0.1978,100.4375,0.5376,1.0,0
0.0833,0.4288,28.3404,0.0999,1.0,0
-0.0846,4.2279,0.0,0.1563,1.0,0
0.1573,0.5812,7.5808,0.0171,1.0,1
0.6289,5.1229,16.7123,0.4716,1.0,0
0.0282,0.119,28.8889,0.1706,1.0,1
0.0803,0.9743,23.5915,0.0246,1.0,1
0.3441,2.6181,6.095,0.0982,1.0,1
0.4044,1.4398,8.5684,0.0976,1.0,1
-0.7961,0.0,0.0,0.0747,1.0,1
0.1296,0.9996,10.3189,0.0031,1.0,0
0.0661,0.9014,44.1268,0.1099,1.0,1
0.3,0.8889,20.255,0.1698,1.0,1
0.0246,0.4037,70.1667,0.3169,1.0,1
-0.0979,6.2654,0.0,-0.0918,1.0,1
0.0168,0.5456,33.6154,0.0687,1.0,1
0.006,2.7869,160.2857,0.2557,1.0,1
0.1356,0.4717,8.0418,0.1866,1.0,1
0.1096,0.01,12.5,-0.0049,1.0,1
0.3194,0.0,41.886,0.3347,1.0,1
0.1854,0.3808,42.7704,0.1659,1.0,1
0.135,0.4757,12.6169,0.1029,1.0,1
0.1075,0.9328,5.1285,-0.1541,1.0,0
0.2367,0.9966,6.5631,0.1959,1.0,1
0.1225,0.0,67.9984,0.0868,1.0,1
0.0389,0.5807,39.9184,0.1388,1.0,1
-1.5395,2.0928,0.0,0.3574,1.0,1
0.2071,1.3332,19.4118,0.0733,1.0,1
0.131,6.8075,10.1971,0.0427,1.0,1
0.9631,3.2582,16.6943,0.0665,1.0,1
0.3121,-7.9073,0.0,-0.0289,1.0,0
-0.5804,2.0273,0.0,0.0561,1.0,0
0.212,0.8167,14.9844,0.1883,1.0,1
1.4031,-0.7086,0.0,-0.2871,1.0,0
0.015,0.722,206.5,0.0731,1.0,1
-0.361,0.0,0.0,-0.1282,1.0,1
-0.0554,0.0974,0.0,0.1489,1.0,0
-0.0858,0.8947,0.0,-0.1325,1.0,1
-0.3225,-4.2681,23.3164,0.0361,1.0,1
0.136,0.0,12.4186,-0.0318,1.0,1
-0.2609,1.3031,0.0,0.3657,1.0,1
-0.0441,0.0,0.0,0.2683,1.0,1
-0.4914,2.6953,0.0,0.0559999999999999,1.0,0
-0.0745,0.4097,0.0,0.2013,1.0,0
0.0679,2.1375,82.3871,0.0389,1.0,1
0.0912,1.3866,0.0,0.0814,1.0,1
0.1212,0.5438,149.2628,0.0716,1.0,1
0.118,0.0,20.7955,0.0057,1.0,1
-0.2279,0.0,0.0,0.2549,1.0,1
0.3449,1.3479,13.5285,0.1133,1.0,1
-0.7589,0.0,0.0,0.1361,1.0,1
0.2762,0.9365,10.6726,0.0884,1.0,1
0.0366,0.1106,43.9886,-0.0567,1.0,1
-0.0865,-1.3907,9.7355,0.196,1.0,1
-0.3277,-2.378,23.5652,0.1909,1.0,1
1.1336,3.4201,20.9608,0.0253,1.0,1
-0.106,-2.9975,26.3259,0.0347,1.0,1
0.5515,0.8463,9.9691,0.0988,1.0,1
0.0231,0.5721,40.7895,-0.0434,1.0,1
0.3032,5.4951,8.9079,0.0237,1.0,1
0.0462,0.3541,29.9665,0.3311,1.0,0
0.1473,1.0357,38.3167,0.2711,1.0,1
0.1959,0.5701,29.1858,0.1348,1.0,1
0.0333,0.8861,38.1163,0.1072,1.0,1
0.2019999999999999,0.0139,15.8152,0.1047,1.0,1
0.1274,2.5263,20.6386,0.0947,1.0,1
0.3288,0.0,35.9337,0.2049,1.0,1
-1.2186,0.0,0.0,-0.2515,1.0,0
0.3149,3.5655,8.542,0.0583,1.0,1
-0.8659,0.4274,0.0,-0.0186,1.0,1
0.4859,2.9414,3.5810000000000004,0.0276,1.0,1
0.0559,0.7547,35.2415,0.1703,1.0,0
0.3972,-3.0631,0.0,-0.0248,1.0,1
-0.0796,0.0,0.0,0.4213,1.0,0
-0.0946,1.0756,0.0,-0.0265,1.0,1
-0.1301,0.134,0.0,0.7515,1.0,0
0.0203,1.8171,103.0476,-0.0335,1.0,0
-1.3187,0.7141,0.0,1.9677,1.0,0
0.0386,1.6394,91.4724,0.0732,1.0,1
0.1746,0.1801,26.0058,0.2579,1.0,1
0.105,0.3712,11.1748,0.1466,1.0,1
-0.5084,5.7501,0.0,0.321,1.0,1
0.1247,0.0857,9.332,-0.1416,1.0,1
-0.0005,0.7784,0.0,0.0867,1.0,1
0.1102,0.9298,11.0826,0.0799,1.0,1
0.0667,0.9691,58.2,0.0464,1.0,0
0.0859,0.2156,9.5656,0.1729,1.0,0
0.9259,-0.0775,0.0,-0.1421,1.0,1
0.0445,0.9287,31.0,-0.1034,1.0,1
0.1061,1.5305,4.4174,0.1618,1.0,1
-0.6361,2.0006,0.0,0.2147,1.0,1
-0.1326,1.47,0.0,2.0,1.0,0
0.3222,0.0,22.5246,0.0988,1.0,1
-0.3553,4.7033,0.0,0.3812,1.0,1
0.6886,3.4418,6.1778,0.0949,1.0,1
-0.0284,1.0642,0.0,-0.0785,1.0,0
0.0391,0.0,88.4211,-0.048,1.0,1
0.0423,-8.0411,0.0,-0.0201,1.0,0
0.0694,0.7278,12.3774,0.026,1.0,1
-0.3819,0.0,0.0,-0.4557,1.0,1
0.1112,0.1353,13.5671,-0.0038,1.0,1
-0.1821,0.6777,0.0,0.3962,1.0,1
0.4968,-0.5854,0.0,1.372,1.0,1
-0.1238,0.0,0.0,0.4003,1.0,0
0.0202,0.1361,43.2245,0.0456,1.0,1
0.434,1.3898,1.3333,-0.0417,1.0,0
0.1438,1.1985,17.2146,-0.0276,1.0,1
1.0486,2.9821,25.5412,0.0753,1.0,1
0.1388,0.848,17.7984,0.6695,1.0,0
0.1389,0.5224,15.6474,0.0786,1.0,1
0.2316,0.0,15.4774,-0.1871,1.0,1
-0.3045,0.6542,0.0,0.2736,1.0,1
0.045,0.4236,69.7625,0.2128,1.0,0
0.9161,0.233,8.1667,0.5011,1.0,1
0.1957,0.9202,14.8201,0.0791,1.0,1
0.4435,0.4512,5.2195,0.0547,1.0,0
2.1583,0.0,33.8788,1.0497,1.0,0
-0.9442,3.1924,0.0,-0.0945,1.0,1
0.0967,1.4685,28.7247,0.0247,1.0,1
0.3137,1.2833,21.8262,0.2564,1.0,0
0.1077,2.6214,9.2596,0.1524,1.0,1
-0.2444,0.0,0.0,-0.0033,1.0,1
0.1185,1.4403,13.2168,0.044,1.0,1
0.0735,0.2936,18.3012,0.2795,1.0,1
0.2131,0.0,5.246,-0.0412,1.0,0
-0.1241,3.204,0.0,0.5302,1.0,1
0.1133,1.4608,36.186,-0.1532,1.0,1
0.1603,0.0,21.8416,0.1363,1.0,1
-0.0744,0.0,0.0,0.278,1.0,0
0.104,0.7375,19.7946,0.1194,1.0,1
0.0139,2.4556,132.381,0.3204,1.0,1
-0.1924,-5.3371,71.7619,0.0722,1.0,1
0.2291,0.0358,12.3158,0.5439,1.0,1
0.0596,0.0,26.0,0.0613,1.0,1
1.4379,-2.1079,0.0,0.1621,1.0,1
0.1832,0.9967,15.5735,0.1083,1.0,1
-0.0333,1.6064,0.0,0.142,1.0,1
0.0946,0.0,68.25,0.1145,1.0,1
-0.1223,5.6154,0.0,0.3204,1.0,0
0.245,0.7273,15.5962,0.3529,1.0,0
-1.7884,0.7925,0.0,1.6689,1.0,0
0.1952,1.2535,13.3172,0.2501,1.0,0
-0.0188,0.3827,0.0,-0.1383,1.0,1
0.0847,0.4071,19.1924,-0.0558,1.0,1
0.1796,5.6864,69.7699,0.0081,1.0,1
-0.8992,0.1285,0.0,-0.1588,1.0,0
-0.2629,0.0,0.0,-0.0899,1.0,1
0.3789,0.7327,24.4682,0.048,1.0,1
-0.4655,0.0009,0.0,-0.5655,1.0,1
0.0462,0.8029999999999999,29.25,0.071,1.0,1
0.2097,0.1857,8.9488,0.0831,1.0,1
0.0898,1.2053,35.0441,0.0327,1.0,1
-0.2776,3.6535,0.0,0.9434,1.0,1
0.1188,0.8307,11.2259,0.0608,1.0,1
0.1718,1.2662,23.9788,0.2199,1.0,1
-1.0439,-7.1839,23.3,0.0389,1.0,1
0.5079,1.0929,33.2449,0.1056,1.0,1
0.1312,0.2726,11.8985,0.1291,1.0,1
0.5109,2.2449,11.6824,0.0718,1.0,1
0.5707,3.7528,14.7642,0.0362,1.0,1
0.0507,1.7212,38.4019,-0.0058,1.0,1
0.0964,0.3782,8.9462,0.0896,1.0,1
-0.0655,0.6497,0.0,-0.084,1.0,1
0.1602,0.0615,25.3125,0.2097,1.0,0
-0.0339,0.2797,0.0,0.085,1.0,1
0.1303,1.5871,9.7127,0.1681,1.0,1
-0.6756,0.0,0.0,0.2829,1.0,1
0.4894,2.0586,16.7907,0.0824,1.0,1
0.2016,1.2345,24.75,0.0581,1.0,1
0.755,1.4309,13.9296,0.4553,1.0,0
-0.0545,1.1226,0.0,0.0588,1.0,1
0.0769,1.1869,20.4231,-0.0339,1.0,1
0.1782,0.4773,8.6384,0.0739,1.0,1
0.1876,0.1549,23.646,0.0321,1.0,1
0.1308,1.1943,3.9802,0.2417,1.0,0
-0.2438,2.2264,0.0,0.4184,1.0,1
0.096,2.2859,19.3846,0.1275,1.0,1
-1.1154,0.0,0.0,-0.278,1.0,0
0.2212,0.1624,8.831,0.1389,1.0,1
-0.0065,0.2691,0.0,-0.3004,1.0,0
0.0925,4.102,29.439,0.3884,1.0,1
-0.0059,0.6767,0.0,-0.0885,1.0,0
0.0907,0.4105,26.614,0.0028,1.0,1
-1.5641,0.0233,0.0,0.044,1.0,0
0.2616,0.185,26.9955,0.3019,1.0,1
-0.8167,0.0,0.0,-0.0664,1.0,0
0.72,0.4167,23.2654,0.0494,1.0,1
0.2102,0.6331,34.5652,0.1527,1.0,1
0.0059,1.2406,204.8571,0.7453,1.0,1
0.1934,0.3215,8.1444,-0.0079,1.0,0
-0.7806,0.0,0.0,0.0882,1.0,0
0.0491,0.3924,22.36,0.2561,1.0,1
0.1644,0.0,26.3333,0.2361,1.0,0
0.0384,0.9487,12.0263,0.9627,1.0,1
0.2644,1.0104,15.7193,0.0826,1.0,1
0.3213,4.6621,39.1166,0.1299,1.0,1
0.1114,0.2412,14.8063,0.1316,1.0,1
0.2138,0.0665,7.5562,1.926,1.0,1
0.0309,0.1889,46.0909,0.023,1.0,0
0.0762,3.0186,12.4345,0.2445,1.0,1
0.2845,0.9772,7.2828,1.0709,1.0,0
0.0703,0.3861,11.328,0.1797,1.0,1
0.0877,0.7187,15.3577,-0.0001,1.0,1
-0.0213,0.7912,0.0,-0.0484,1.0,1
-0.2719,0.2202,0.0,0.0119,1.0,0
-0.2611,1.2212,0.0,-0.1543,1.0,1
-0.1697,0.1908,0.0,0.6257,1.0,0
0.1671,1.4535,15.0345,-0.0046,1.0,1
0.1676,0.7714,15.33,0.0669,1.0,1
-0.4019,10.7325,0.0,-0.0566,1.0,0
0.0545,0.7426,15.0606,-0.2205,1.0,1
0.2055,0.8074,31.7007,0.7628,1.0,1
0.0883,0.3788,12.4153,0.1976,1.0,1
0.12,1.0357,66.2105,0.0762,1.0,1
0.136,0.3006,24.5921,0.0292,1.0,1
0.0749,1.7432,10.0552,-0.0832,1.0,1
0.1156,0.3279999999999999,8.4322,0.1281,1.0,1
0.3259,1.4845,19.5722,0.01,1.0,1
1.1723,1.4758,7.7852,0.0415,1.0,1
-0.2503,3.7665,0.0,-0.0139,1.0,1
-0.0922,0.59,0.0,0.1265,1.0,1
0.2296,1.2517,12.630999999999998,0.065,1.0,1
0.1202,0.1029,38.1221,0.1426,1.0,1
0.0939,0.0037,17.0827,0.0016,1.0,0
0.0215,1.0624,62.5263,0.0478,1.0,1
-0.4882,0.0,0.0,0.0,1.0,1
0.0753,0.0,18.8532,0.109,1.0,1
0.1905,0.9058,12.6957,0.1067,1.0,1
0.1033,0.2693,20.7673,0.0707,1.0,1
0.0159,0.3932,16.855,-0.0166,1.0,1
0.1648,0.0,42.4479,0.2526,1.0,1
0.1627,0.0,109.8858,0.3334,1.0,0
0.0678,0.7357,64.8636,0.2161,1.0,1
0.1562,1.2207,24.9685,0.038,1.0,1
0.022,0.7437,62.92,0.3779999999999999,1.0,0
0.1031,1.3765,37.1195,0.0678,1.0,1
0.2601,0.9089,18.8433,0.0908,1.0,1
0.0538,1.0089,8.4706,0.0245,1.0,1
-0.1239,1.3613,0.0,0.0727,1.0,1
0.0706,0.1604,20.495,-0.0246,1.0,1
0.0422,1.5819,30.6,0.1862,1.0,1
0.083,0.7754,12.1641,0.5109,1.0,1
0.1716,0.2064,25.6712,0.2535,1.0,0
-2.3997,-6.9606,24.7579,0.0115,1.0,1
0.0409,1.0488,11.0667,-0.0621,1.0,1
0.3945,0.5628,46.9803,0.5129,1.0,0
0.0506,0.0,18.125,0.0377,1.0,0
0.1984,0.2762,18.6528,-0.0988,1.0,1
0.1192,1.3121,11.9548,0.0183,1.0,1
0.1903,0.0198,25.8951,0.2706,1.0,1
-0.0664,3.0812,0.0,0.6796,1.0,1
0.0971,0.5565,21.1039,0.0868,1.0,1
-2.0227,0.0143,0.0,0.9762,1.0,0
0.8687,1.7535,27.82,0.0773,1.0,1
-2.0565,1.1998,0.0,-0.18,1.0,0
-0.0497,1.9906,0.0,-0.0091,1.0,0
0.0744,0.0,21.4435,0.2604,1.0,1
-0.0015,1.4565,0.0,0.2869,1.0,1
-0.4776,0.0,0.0,0.1701,1.0,1
0.0623,0.8945,41.4907,0.0265,1.0,1
0.2759,0.0,27.611,0.0594,1.0,1
0.1855,0.8794,14.624,0.0015,1.0,1
0.0112,1.2243,0.0,-0.0064,1.0,0
0.03,0.4824,217.75,0.1279,1.0,1
-0.659,1.5939,0.0,0.1165,1.0,0
-0.356,0.2589,0.0,-0.0667,1.0,1
0.0103,2.0878,217.6364,0.0336,1.0,1
0.0603,0.9347,18.6686,0.0441,1.0,1
0.2891,1.3152,30.0386,0.1165,1.0,1
-0.8036,0.2593,0.0,1.1307,1.0,0
0.1144,0.7468,38.7514,-0.0086,1.0,1
-1.2661,1.0267,0.0,-0.6225,1.0,1
0.0246,0.0,45.75,-0.0644,1.0,1
0.2287,2.2131,15.9801,0.096,1.0,1
0.2015,1.5878,40.9743,0.0932,1.0,1
0.0319,3.1825,29.4516,0.2684,1.0,0
0.0696,1.7802,16.5862,0.3554,1.0,0
-0.3689,0.441,0.0,0.0541,1.0,0
-0.3666,0.1717,0.0,2.3894,1.0,0
0.2737,0.4675,7.0813,0.0333,1.0,1
0.138,0.3511,24.8067,0.0907,1.0,1
0.072,0.0,35.3939,0.0879,1.0,0
-0.0334,0.3532,0.0,0.0916,1.0,1
0.0566,1.8104,21.375,0.0897,1.0,0
0.0559,1.3867,14.3214,-0.0537,1.0,0
-0.5662,1.3297,0.0,0.4013,1.0,1
0.0447,0.7366,31.0323,-0.075,1.0,1
0.0935,0.5745,15.5862,0.4362,1.0,1
0.0443,0.0,36.4407,-0.0318,1.0,1
-0.1561,0.1761,0.0,-0.4118,1.0,1
-2.3615,4.8123,0.0,0.3568,1.0,0
0.1408,0.8025,21.2392,0.1096,1.0,1
0.0847,0.4106,12.4649,0.0288,1.0,1
0.1077,2.0483,12.5581,-0.1996,1.0,0
0.0545,1.5089,44.7273,0.0834,1.0,0
0.0857,2.8459,6.051,0.0481,1.0,0
0.0652,0.7052,39.022,0.2288,1.0,1
0.1047,0.2376,11.6632,0.0101,1.0,1
-0.0649,0.4126,0.0,0.0352,1.0,1
0.1367,0.8121,9.1662,0.0579,1.0,1
0.0453,0.9782,45.9091,0.3993,1.0,0
0.0893,-3.3519,0.0,-0.0964,1.0,0
0.3349,0.7182,14.3887,0.1594,1.0,1
0.2194,0.3654,12.0273,-0.0001,1.0,1
-2.0106,4.9962,0.0,-0.1363,1.0,0
-0.7215,0.0,0.0,-0.1213,1.0,0
0.0384,0.7314,26.7879,0.0742,1.0,1
0.1485,1.3679,11.4035,0.1703,1.0,1
0.0923,1.0227,13.2885,0.1337,1.0,1
0.3038,1.0398,21.8959,0.0215,1.0,1
0.0897,0.1911,9.753,0.1027,1.0,0
0.0929,2.7395,15.9459,0.1351,1.0,0
0.0627,3.0119,11.3719,0.0086,1.0,1
-0.7993,0.4807,0.0,1.165,1.0,1
0.1113,0.6031,11.5537,0.1188,1.0,0
-0.0555,1.1729,0.0,0.7528,1.0,1
-0.0098,0.7985,0.0,0.1092,1.0,1
0.2542,2.6151,11.6355,0.0878,1.0,1
0.1318,3.6934,23.7609,0.1181,1.0,0
0.1335,0.8791,6.5793,0.0634,1.0,1
0.144,2.7846,6.7331,0.0429,1.0,1
0.0479,0.6993,38.0242,0.0618,1.0,1
0.1069,0.3526,17.795,0.0157,1.0,1
-0.4396,0.0,0.0,-0.1169999999999999,1.0,0
-0.01,-3.6026,48.6667,-0.1878,1.0,1
-0.1034,0.1028,0.0,-0.0111,1.0,1
0.0769,2.5042,65.3438,0.187,1.0,1
-0.5742,0.0151,0.0,-0.1595,1.0,1
