returnOnEquity,Debt to Equity,PE ratio,Revenue Growth,operatingProfitMargin,Class
0.0795,0.1881,8.093,-0.4238,1.0,1
0.0824,0.5707,24.2056,0.2138,1.0,1
0.1471,0.5165,7.1934,0.0109,1.0,1
0.0333,0.2995,36.4834,-0.0855,1.0,0
0.8571,4.2009,19.9193,0.015,1.0,1
0.1719,3.2064,26.9195,0.0729,1.0,1
-0.0661,1.1338,0.0,0.0878,1.0,1
0.1603,0.0,19.1519,0.0695,1.0,1
0.0005,1.2495,0.0,0.2223,1.0,1
0.025,0.0672,56.6458,0.2164,1.0,1
-0.0718,0.3787,0.0,-0.0229,1.0,1
0.1617,0.3122,15.9737,-0.288,1.0,0
0.0787,0.2847,15.1088,0.0147,1.0,1
0.0838,0.6322,8.4595,0.0553,1.0,1
0.0281,2.2471,45.375,0.4271,1.0,1
-1.2493,2.1098,0.0,-0.0019,1.0,0
0.0405,0.6913,57.056,1.4089,1.0,1
0.246,0.7487,5.7041,0.0607,1.0,1
0.0716,0.6871,11.1,0.1016,1.0,1
0.1132,0.2931,10.3671,0.1856,1.0,1
0.1549,6.3667,0.0,0.0604,1.0,1
0.0363,-1.6816,0.0,-0.1287,1.0,0
0.1479,0.6704,14.8734,0.1155,1.0,1
0.1305,4.9703,6.898,0.0806,1.0,1
0.0057,0.2417,198.3,0.0499,1.0,0
0.1379,0.3571,8.837,0.1045,1.0,1
0.7876,2.268,16.5608,0.0317,1.0,1
0.1644,1.533,44.6824,-0.0167,1.0,1
0.0515,0.0,53.0152,0.108,1.0,1
0.4077,2.8711,14.3657,0.2483,1.0,1
0.0365,0.7319,20.7857,-0.4444,1.0,0
0.1952,4.3754,24.7405,0.0989,1.0,1
0.3409,0.2819,19.2258,0.0903,1.0,1
0.1532,2.3781,14.2678,0.1974,1.0,1
0.2363,0.7559999999999999,47.4219,0.1572,1.0,1
0.0971,2.7213,7.6018,-0.0562,1.0,1
0.0853,4.718999999999999,10.0267,0.0147,1.0,1
-0.033,1.0924,0.0,-0.0129,1.0,1
0.2501,0.3592,7.5356,0.1675,1.0,1
0.2968,0.2496,13.0207,-0.0168,1.0,1
-0.2783,0.9915,0.0,0.6292,1.0,1
-0.0817,0.0663,0.0,0.0941,1.0,0
0.0593,1.5353,13.3455,-0.0057,1.0,0
0.0279999999999999,0.7981,46.127,0.0004,1.0,1
-0.0934,1.1806,0.0,0.0038,1.0,1
0.1175,0.4435,16.6111,-0.0755,1.0,0
0.0832,0.0,35.1649,0.0198,1.0,0
-0.0362,0.0,0.0,0.4479999999999999,1.0,1
0.0681,0.0,46.4979,0.6086,1.0,0
-0.2709,1.4032,0.0,1.4669,1.0,0
0.0481,1.7907,29.5778,-0.1652,1.0,1
-0.0006,1.124,0.0,0.634,1.0,1
0.1177,3.9953,7.382999999999999,0.1632,1.0,1
-1.2449,-7.1237,22.8127,0.0807,1.0,1
0.0754,0.6375,25.2877,0.1802,1.0,1
0.1111,0.9223,20.5272,0.0572,1.0,1
-0.0815,4.1936,0.0,-0.0741,1.0,0
0.1978,2.8623,18.8693,0.0305,1.0,1
0.3944,1.6957,13.1737,0.1573,1.0,1
0.0335,0.7425,46.2692,0.1482,1.0,1
0.0779,0.9355,79.6636,0.1681,1.0,1
0.0644,0.0173,29.4146,0.099,1.0,1
0.045,0.8036,50.0317,0.0922,1.0,1
-0.3631,0.5035,0.0,0.3,1.0,0
0.1312,0.6859,6.0055,0.161,1.0,1
0.1249,0.7959999999999999,24.9595,0.0079,1.0,1
-2.9515,4.4126,0.0,0.1367,1.0,1
0.094,0.377,12.3905,-0.0289999999999999,1.0,1
-0.125,0.9034,0.0,0.4058,1.0,1
0.1164,1.1401,6.3521,0.1287,1.0,1
-0.2024,0.0,0.0,0.3797,1.0,1
0.2429,1.4428,20.3195,0.0818,1.0,1
0.0192,0.4234,85.75,0.0561,1.0,0
-0.0118,4.4317,0.0,-0.0634,1.0,1
0.0617,0.3269,11.4586,0.8059,1.0,0
0.3,0.0,12.4588,0.1066,1.0,1
0.3101,0.6033,6.3285,0.115,1.0,0
0.0626,1.1182,56.8824,0.0812,1.0,1
0.1877,0.3254,11.1442,0.1283,1.0,1
0.094,0.3452,27.2804,0.0853,1.0,1
0.2218,0.6895,18.9498,0.0742,1.0,1
0.1234,1.1571,15.51,0.0158,1.0,1
0.2352,0.0,12.3232,0.0218,1.0,1
0.1631,0.9705,11.3709,0.0816,1.0,1
0.4719,0.1555,39.4286,0.1595,1.0,1
1.5242,-2.7877,0.0,0.436,1.0,0
0.2555,1.158,9.1424,0.2076,1.0,1
0.1905,0.5826,16.8632,0.1036,1.0,1
0.1,1.0766,18.2632,0.0662,1.0,1
0.0973,0.5254,9.3478,0.3387,1.0,1
0.1083,1.2054,20.6131,0.0041,1.0,1
0.1337,0.7105,8.1172,0.1892,1.0,1
-0.1381,0.7818,0.0,0.0389,1.0,1
0.2464,0.0087,18.2228,0.0832,1.0,1
0.0771,0.3364,42.6212,0.1479,1.0,1
-0.6837,0.0493,0.0,-0.3025,1.0,1
0.1011,1.1837,32.0685,0.0665,1.0,1
0.0666,0.5043,69.7845,0.2067,1.0,1
0.0991,1.8711,30.3369,0.0442,1.0,1
0.1004,3.4731,20.5743,0.0941,1.0,1
0.1915,0.5453,11.8673,0.3036,1.0,1
0.1304,0.5588,15.4951,0.0508,1.0,1
0.1966,0.726,37.1183,0.0468,1.0,1
0.3343,1.9736,3.7049,2.2435,1.0,0
0.0542,3.4494,35.0213,0.1773,1.0,0
-1.0177,0.9383,0.0,1.4708,1.0,0
0.233,0.5468,20.7679,0.1982,1.0,1
0.1789,1.0715,14.1227,0.0382,1.0,1
0.2354,0.7288,9.4242,-0.0159,1.0,0
0.3111,0.0,19.1803,0.1759,1.0,1
-0.0944,0.1708,0.0,-0.381,1.0,1
0.0989,0.9057,41.5683,0.1156,1.0,0
0.1329,0.0988,12.5702,0.1612,1.0,1
-0.0279,0.0,0.0,0.2008,1.0,1
0.0826,1.2383,17.2596,0.0253,1.0,1
0.1895,0.0681,35.5575,0.0765,1.0,0
0.2387,0.7906,14.5359,0.0737,1.0,1
-0.6104,-10.0807,2.8554,-0.0514,1.0,1
0.0978,2.0943,23.8421,0.0564,1.0,1
-0.2093,1.039,0.0,-0.1837,1.0,1
-0.0979,0.8692,0.0,0.1932,1.0,1
0.0562,0.7921,26.7075,0.1941,1.0,1
0.2571,1.0017,8.6167,0.1067,1.0,1
0.1557,0.6177,18.6373,0.0979,1.0,1
0.0997,0.3879,8.3462,0.4545,1.0,0
0.2242,0.0,17.9269,0.0593,1.0,1
0.294,1.3104,17.5668,0.0526,1.0,1
0.1892,0.429,19.0808,0.042,1.0,1
0.092,0.7317,36.5349,0.2308,1.0,1
0.0859,0.4286,30.0355,0.1921,1.0,1
0.3356,0.7984,0.0,0.0632,1.0,1
0.0947,1.2846,10.3073,0.1787,1.0,1
0.1447,0.742,13.9593,0.0348,1.0,1
0.0415,0.93,28.7379,-0.0145,1.0,1
0.0606,1.099,153.44,0.0037,1.0,0
-0.3434,0.2613,0.0,0.1928,1.0,1
-0.0753,1.3687,0.0,0.0621,1.0,1
-0.1583,0.7251,0.0,-0.0273,1.0,1
0.1927,0.4138,15.3953,0.0452,1.0,1
0.7402,7.0694,21.3456,0.0215,1.0,0
0.1629,1.311,13.3699,0.3524,1.0,0
0.0768,0.0,65.7805,0.0379,1.0,0
0.1262,1.7125,12.2947,-0.0409,1.0,1
0.3265,0.2171,19.958,0.1309,1.0,1
0.2153,0.6275,12.7923,0.1455,1.0,1
0.4838,2.2127,8.5961,0.1683,1.0,1
0.0922,0.7259,9.5096,0.1756,1.0,1
0.2321,1.3611,7.6019,-0.0241,1.0,0
0.1604,0.4089,14.1343,0.0605,1.0,1
0.1591,0.1312,8.9568,0.0978,1.0,1
0.3799,7.4792,21.2602,0.1707,1.0,1
-0.0182,1.2911,0.0,0.1549,1.0,0
-0.9056,0.355,0.0,0.9557,1.0,0
-0.4566,0.3309,0.0,1.3783,1.0,0
0.6384,1.1308,6.0867,0.6929,1.0,1
-0.5849,0.023,0.0,-0.1669,1.0,1
-0.026,0.2798,0.0,0.1352,1.0,0
0.9753,3.947,15.092,-0.1549,1.0,0
0.0035,0.483,241.875,0.0309,1.0,1
-1.079,2.9916,0.0,-0.0051,1.0,0
-0.4831,0.0124,0.0,1.5181,1.0,0
0.1756,0.9444,13.6104,0.0024,1.0,1
-0.054,4.22,0.0,0.0832,1.0,1
0.2236,0.894,5.8051,0.1132,1.0,1
-1.3598,0.7524,0.0,-0.0404,1.0,0
0.1111,6.1142,9.0457,-0.2233,1.0,1
-1.557,1.52,0.0,0.0,1.0,1
0.0948,0.0044,18.4586,0.0045,1.0,1
-0.0202,0.4126,0.0,-0.0218,1.0,1
0.1068,1.1841,19.5299,0.019,1.0,1
0.9778,0.6581,1.8279,0.1787,1.0,1
0.2697,2.5523,22.3883,0.0558,1.0,1
-0.2525,0.0,0.0,-0.0641,1.0,1
0.536,0.0095,8.4784,0.887,1.0,0
-0.0623,1.5937,0.0,0.1433,1.0,1
0.1327,0.562,21.4876,0.2141,1.0,1
-0.2258,0.0236,0.0,0.1463,1.0,1
0.0852,0.0,75.4597,-0.2628,1.0,1
0.0318,0.7779,90.871,0.1175,1.0,1
0.6990000000000001,3.6159,8.4077,0.06,1.0,0
0.1049,8.1781,7.7016,-0.093,1.0,1
0.1065,0.6884,30.6142,0.1645,1.0,1
0.0066,0.0493,184.1282,0.7,1.0,1
0.1704,0.5518,2.4521,0.3986,1.0,0
0.0456,1.1504,30.4783,-0.0566,1.0,1
0.0974,0.6172,9.733,0.0727,1.0,1
-0.41,-3.392,27.8066,0.1048,1.0,0
0.1662,0.5593,7.185,0.0959,1.0,1
0.391,0.9626,31.6694,0.0452,1.0,1
-0.9466,-4.9654,23.3338,-0.0787,1.0,1
-1.1703,4.1019,0.0,0.1671,1.0,1
0.0225,1.8026,102.5227,1.0421,1.0,1
-0.0104,5.7803,0.0,-0.4227,1.0,1
0.0339,2.0071,53.8696,0.0494,1.0,1
-0.0387,2.5665,0.0,0.1603,1.0,0
-0.5118,0.0,0.0,0.7919,1.0,1
0.078,1.1436,11.84,0.2585,1.0,1
0.0412,0.6124,22.3928,0.0923,1.0,1
-0.4151,1.7542,0.0,0.6194,1.0,1
-0.1065,0.6886,0.0,0.2256,1.0,0
-0.3738,1.48,0.0,0.0658,1.0,1
-0.264,3.8074,0.0,0.4496,1.0,1
-0.9299,0.6565,0.0,0.1396,1.0,1
-0.3144,1.099,0.0,0.3919,1.0,1
-0.2658,0.0,0.0,-0.0136,1.0,1
0.2077,0.2929,6.3316,-0.0242,1.0,0
0.1159999999999999,1.0548,13.4742,0.0824,1.0,1
-0.0751,0.3808,0.0,-0.0655,1.0,1
0.118,1.1941,17.9937,0.1234,1.0,1
-0.0075,1.6102,0.0,-0.6056,1.0,1
0.3244,0.6824,13.4686,0.0182,1.0,1
0.7115,0.0,26.8165,-0.0596,1.0,1
0.0973,0.5066,15.3785,0.1259,1.0,1
0.1417,1.7441,16.9643,0.1838,1.0,1
0.2197,0.7754,24.4632,0.066,1.0,1
0.0096,0.3227,19.4167,0.0163,1.0,0
0.2565,0.0163,14.7194,-0.0067,1.0,0
0.0854,0.9149,8.5946,0.0881,1.0,1
0.3221,3.452,7.7323,0.2117,1.0,1
-0.1681,0.0,0.0,0.3874,1.0,1
-0.4204,-1.2884,28.9064,0.0428,1.0,1
2.8476,12.3418,20.4737,0.0568,1.0,1
0.0419,0.947,29.618,-0.1879,1.0,1
0.0656,0.8116,7.6607,0.7553,1.0,0
-0.2011,0.8243,0.0,-0.0716,1.0,0
0.1239,0.2442,42.2721,0.2446,1.0,1
0.1388,0.0,25.3932,0.4659,1.0,1
0.0343,0.6143,22.8744,0.0241,1.0,1
-0.163,0.2101,0.0,0.1087,1.0,1
-0.2645,4.4915,0.0,-0.6259,1.0,1
-0.0485,0.0869,0.0,-0.1578,1.0,1
0.1008,2.2029,30.7079,0.0382,1.0,1
-0.1889,1.0953,0.0,0.1,1.0,0
0.0304,0.6533,45.0,0.1271,1.0,1
-0.308,3.5668,0.0,0.3009,1.0,1
0.3129,0.0,23.6131,0.2121,1.0,1
0.1177,1.8575,7.7969,0.0236,1.0,0
-0.2051,-1.8079,19.4742,-0.2074,1.0,1
0.1062,0.7857,18.3991,0.9822,1.0,1
0.0723,0.8251,41.0119,0.0595,1.0,0
0.2643,0.2529,31.8833,0.247,1.0,1
-0.3055,-2.693,18.0364,-0.0049,1.0,0
0.1298,0.5939,13.9927,1.857,1.0,0
-2.5125,3.929,0.0,0.7184,1.0,0
0.0699,1.221,53.5405,0.0513,1.0,1
0.1655,0.7379,7.6281,0.1779,1.0,1
0.2024,0.3004,9.7063,0.1578,1.0,1
0.0859,0.9943,10.9139,0.5368,1.0,1
-0.2048,0.5323,0.0,0.4746,1.0,0
0.5177,2.5988,25.0819,0.0223,1.0,1
0.0613,1.3378,31.3594,0.0428,1.0,1
0.0808,1.1347,25.4035,0.257,1.0,0
-0.321,0.9663,0.0,0.0393,1.0,0
0.0656,0.7805,24.3365,0.1343,1.0,1
-0.2723,0.3629,0.0,0.1012,1.0,1
-0.1961,0.1869,0.0,0.0,1.0,1
0.2109,0.6492,22.9204,0.0503,1.0,0
0.183,0.8252,15.0539,0.018,1.0,1
0.5207,1.9205,12.5197,0.0011,1.0,1
0.3121,5.1211,11.4701,0.0662,1.0,1
0.171,1.1223,8.828,0.0094,1.0,1
0.071,0.9272,12.5203,0.1756,1.0,1
0.1609,0.8842,17.2435,0.6424,1.0,1
0.0559,0.1305,17.7467,0.1111,1.0,1
0.1203,4.3417,17.4712,-0.0353,1.0,1
0.0992,0.3627,21.5441,0.0076,1.0,1
0.1125,1.2732,13.306,0.0398,1.0,1
0.2416,2.4464,7.5519,0.0486,1.0,1
0.181,0.8459,19.5602,0.1889999999999999,1.0,1
-0.1787,0.4445,0.0,0.1044,1.0,1
-0.0133,0.2304,0.0,0.6226,1.0,1
-0.0179,1.5326,0.0,0.2024,1.0,1
0.2349,0.9075,15.385,0.0665,1.0,1
0.6617,1.4332,7.7485,0.0627,1.0,1
-0.8172,0.0,0.0,0.3697,1.0,0
0.0934,0.3178,14.9444,0.042,1.0,0
0.1588,3.2107,19.3305,-0.1646,1.0,1
0.0245,0.7939,54.55,0.05,1.0,1
0.6679999999999999,2.2194,17.4039,0.1343,1.0,1
0.1159,0.4383,10.144,0.0519,1.0,1
0.3563,3.8823,11.6429,0.0381,1.0,1
0.0741,1.1632,17.3651,0.0956,1.0,1
0.1369,0.4124,8.6966,0.094,1.0,1
0.0506,1.5698,76.9782,0.161,1.0,1
0.5065,5.9937,26.0683,0.1256,1.0,1
-0.1924,0.8831,0.0,0.0254,1.0,0
0.0018,1.3661,41.3333,0.0872,1.0,1
-0.1129,0.3181,0.0,0.3159,1.0,1
-0.0463,0.9485,0.0,-0.1345,1.0,0
0.0607,0.3446,12.3445,0.0276,1.0,1
0.1645,1.0262,17.0752,0.285,1.0,1
-0.1022,0.9625,0.0,0.0862,1.0,0
0.0704,0.6864,29.4,0.0645,1.0,1
0.1809,4.9886,9.4811,0.2987,1.0,0
-0.126,0.1119,0.0,0.0935,1.0,0
-0.0881,0.3793,0.0,-0.0439,1.0,0
0.2793,0.8405,23.4254,0.2166,1.0,1
0.382,0.257,3.404,0.106,1.0,1
-0.0059,0.6898,0.0,0.0688,1.0,1
0.1256,0.9717,46.4286,-0.121,1.0,1
0.2587,0.1289,16.4231,0.0638,1.0,1
0.1411,0.7464,15.449000000000002,0.0174,1.0,1
0.0286,0.3842,41.5789,0.0194,1.0,1
-0.3228,0.5078,0.0,-0.5204,1.0,1
-0.1864,0.0755,0.0,1.3095,1.0,0
-0.0067,0.5665,0.0,0.0244,1.0,1
0.0828,0.8796,39.7481,-0.0283,1.0,1
0.0721,1.8225,18.8899,0.0466,1.0,1
3.1178,5.8312,21.7872,0.0322,1.0,1
0.06,0.2749,4.2099,0.3103,1.0,1
0.3245,0.8868,16.1572,0.2245,1.0,1
0.1458,0.9575,8.1881,-0.0057,1.0,1
-0.2033,0.9437,0.0,0.3612,1.0,1
0.1294,3.7906,6.539,0.2903,1.0,1
0.3527,0.871,10.8417,-0.0515,1.0,1
0.036,1.2479,41.7895,0.0825,1.0,1
-0.0923,0.1145,0.0,0.9022,1.0,0
0.2058,0.4255,23.556,0.0858,1.0,1
0.242,0.7719,35.6145,0.0803,1.0,1
0.0764,0.8057,14.3088,0.1007,1.0,1
-0.0102,4.6281,0.0,0.0713,1.0,1
0.7635,4.3095,10.7813,0.1376,1.0,0
0.1272,0.1197,7.4588,-0.2503,1.0,1
-0.5187,5.1357,0.0,0.1159999999999999,1.0,1
0.5655,1.5898,12.1932,0.0966,1.0,1
0.0965,0.848,37.4016,0.0148,1.0,1
-0.1191,-1.1617,28.6694,0.2313,1.0,1
-0.0076,2.5628,0.0,0.3414,1.0,0
0.0716,1.1944,17.4983,0.0825,1.0,1
0.0817,1.3182,24.9291,-0.0294,1.0,1
0.0345,0.9823,78.845,0.1468,1.0,1
0.1903,0.2595,10.3499,0.3532,1.0,1
0.1034,1.0197,13.2314,0.6615,1.0,0
0.2064,0.6903,9.3138,0.126,1.0,1
0.2234,0.0,33.3011,0.2777,1.0,1
0.4512,2.5425,12.2405,0.2118,1.0,1
0.3175,0.0,14.3034,0.0639,1.0,1
-0.4292,-3.2756,16.9604,0.077,1.0,0
0.1668,0.0,58.2037,0.2543,1.0,1
-0.0503,0.5507,0.0,-0.2709,1.0,0
0.1793,0.1117,9.9225,-0.0342,1.0,1
0.1624,0.2731,20.8909,0.1973,1.0,1
0.7452,0.0099,18.8202,-0.0476,1.0,1
0.0772,0.5358,29.4926,0.0783,1.0,1
0.1261,0.1929,12.2829,0.1354,1.0,1
-0.1051,1.0301,0.0,-0.052,1.0,1
0.0915,0.0,52.26,0.1698,1.0,0
-0.0116,7.8454,0.0,-0.2584,1.0,0
0.1159999999999999,1.5808,77.8836,0.1708,1.0,1
0.23,0.1891,44.3971,0.0837,1.0,1
0.0909,3.5672,44.9333,0.0132,1.0,0
0.3311,1.0981,44.0304,0.0562,1.0,1
-0.7644,0.5275,0.0,0.2656,1.0,1
0.1057,0.3027,13.6579,0.0104,1.0,1
0.2612,0.6171,25.866,0.1663,1.0,1
-1.0239,1.2933,0.0,-0.2424,1.0,0
0.0154,0.9447,56.0417,0.2147,1.0,1
0.0989,0.288,8.1867,-0.3699,1.0,1
0.6535,2.9529,28.8986,0.0976,1.0,1
0.0677,1.7045,29.7783,-0.0323,1.0,1
0.025,1.8174,39.4211,0.1382,1.0,1
0.222,0.0,11.6095,0.1493,1.0,1
-0.3874,0.1141,0.0,-0.1685,1.0,1
0.3276,0.5065,22.8242,0.4943,1.0,0
0.0492,0.5189,12.0162,-0.0467,1.0,0
0.3025,2.1958,5.7819,0.1599,1.0,1
-0.0363,0.6908,0.0,0.2588,1.0,1
0.3068,1.5978,19.8196,0.0296,1.0,1
0.1302,0.9841,3.7136,0.2401,1.0,1
-1.1387,1.7367,0.0,-0.1024,1.0,1
0.0873,0.2916,34.1709,0.0533,1.0,1
0.078,0.3546,11.0417,0.0595,1.0,1
0.1934,0.4756,12.0422,0.0986,1.0,0
0.4085,0.0006,15.8889,0.1013,1.0,1
-0.9055,1.8483,0.0,-0.1748,1.0,0
0.0428,0.1087,24.766,0.1809,1.0,0
0.0419,0.7202,21.8571,-0.0164,1.0,1
0.0936,2.9383,11.5714,-0.0459,1.0,0
0.0906,0.5127,9.8927,0.3586,1.0,1
0.0466,0.5194,21.1163,-0.0072,1.0,1
0.1272,0.785,8.9028,0.1054,1.0,1
0.0959,1.0219,32.236,0.0698,1.0,1
0.1499,2.5836,20.3208,0.0869,1.0,1
0.1316,0.375,25.881,0.2421,1.0,1
0.2535,5.2859,15.1791,0.0574,1.0,1
-0.0231,0.8105,0.0,-0.15,1.0,1
0.1063,2.4005,6.1906,0.1077,1.0,1
-0.046,0.1932,0.0,0.4417,1.0,0
-0.0562,-0.4859,7.8581,0.0303,1.0,1
0.1895,1.9404,10.2971,0.1549,1.0,1
-0.5292,-7.1205,22.85,0.0876,1.0,1
0.2679,0.3609,15.1804,0.2457,1.0,1
0.1436,3.0519,25.8333,-0.006,1.0,1
0.1119,0.5712,9.1985,0.1059,1.0,1
0.1553,0.1143,11.3731,0.0301,1.0,1
0.4469,0.1302,21.4804,0.0985,1.0,1
0.3029,0.8405,16.5,0.093,1.0,1
0.0195,0.0854,33.8667,0.8001,1.0,0
0.0406,0.7841,51.7091,0.0604,1.0,1
0.1102,0.2867,12.7801,0.0477,1.0,1
0.2353,0.6113,9.9623,0.1943,1.0,1
-0.0189,0.2158,0.0,0.2813,1.0,1
0.153,0.0165,47.9954,0.3069,1.0,0
-0.0015,0.9057,0.0,0.1767,1.0,1
0.1935,1.8461,3.5672,0.1044,1.0,1
0.2919,1.0128,6.812,0.2557,1.0,1
0.2156,0.2488,17.4719,0.0409999999999999,1.0,1
0.181,0.4379999999999999,18.5666,0.1447,1.0,1
0.2202,0.5002,7.7718,0.0745,1.0,1
0.0283,4.2318,77.7778,0.0729,1.0,1
0.0605,0.4143,15.8444,0.0258,1.0,1
0.413,5.7361,8.5467,0.0093,1.0,0
-0.0873,0.0,0.0,-0.1555,1.0,1
0.0086,0.2668,0.0,0.1086,1.0,1
0.1624,0.7685,6.444,0.6528,1.0,1
0.0294,0.46,105.25,0.2378,1.0,0
0.0894,0.1416,12.9693,-0.0077,1.0,1
0.2453,0.7125,16.986,0.0355,1.0,1
-1.6514,0.0362,0.0,0.375,1.0,1
0.2198,0.5314,53.2735,0.2111,1.0,1
0.1689,0.0,48.2782,0.1867,1.0,1
0.1215,0.2752,13.7241,0.0799,1.0,0
0.0804,0.1371,16.814,0.1542,1.0,1
0.1416,0.405,25.3243,0.0084,1.0,1
0.1976,0.0945,7.1208,0.2478,1.0,1
0.0719,1.3755,13.2421,0.1702,1.0,1
-0.0967,0.0202,0.0,-0.2037,1.0,1
0.2856,5.9344,10.7081,0.0012,1.0,0
0.1061,0.8215,17.1511,0.0199,1.0,1
0.3173,1.2148,9.9787,0.2712,1.0,1
-0.1355,0.1413,0.0,0.1988,1.0,1
0.1216,0.0341,24.05,0.0632,1.0,1
0.1882,0.3239,17.139,0.104,1.0,1
0.0713,3.1176,8.7833,0.1036,1.0,1
0.0927,0.7773,13.0084,0.0251,1.0,1
0.5749,1.5643,8.3318,0.0688,1.0,1
0.2501,1.0594,11.4863,0.1178,1.0,1
0.0302,0.5753,21.25,0.017,1.0,0
0.1236,1.1062,14.4218,0.0574,1.0,0
-0.235,-3.1292,53.0891,0.3325,1.0,1
0.0423,1.4875,59.93899999999999,0.0526,1.0,1
0.2036,0.2078,17.897000000000002,0.0499,1.0,1
0.043,2.7278,55.3333,0.0486,1.0,1
0.2791,0.0809,16.4901,0.1428,1.0,1
-0.1087,2.1835,0.0,0.1834,1.0,1
0.1431,-3.6691,0.0,0.0907,1.0,1
0.0847,0.6466,35.8696,0.0632,1.0,1
0.5453,0.0,5.0337,2.1697,1.0,0
0.0672,0.6455,20.777,0.1813,1.0,1
-0.0354,1.3385,0.0,0.3305,1.0,1
0.0939,1.6425,43.8889,-0.0717,1.0,1
0.1851,0.1589,26.2903,0.0824,1.0,0
0.136,0.302,34.2401,0.1885,1.0,1
-0.1905,1.4494,0.0,0.0293,1.0,0
0.1144,0.4069,6.7513,0.152,1.0,1
0.0893,0.2327,4.8261,0.5485,1.0,1
0.126,1.5431,15.3953,0.1006,1.0,1
0.1645,0.8668,9.3967,0.076,1.0,1
0.1165,0.5607,17.1408,0.0469,1.0,1
0.1119,0.0,11.5368,-0.0473,1.0,0
0.1358,0.2899,8.1645,0.0102,1.0,1
0.2307,1.3896,6.1194,0.0602,1.0,1
0.1656,0.6141,23.4052,0.0585,1.0,1
0.1321,1.4116,18.2583,0.1745,1.0,1
0.0156,0.1491,113.4667,-0.103,1.0,0
0.0101,0.0,153.6667,0.0714,1.0,1
0.4473,2.8014,17.8015,0.0489,1.0,0
-0.8042,1.8775,0.0,0.1862,1.0,0
0.1855,0.4075,8.1792,0.243,1.0,1
0.0351,1.2738,33.6591,0.0924,1.0,1
0.1487,0.0,53.1925,0.3601,1.0,1
0.0537,1.5494,36.4872,0.031,1.0,1
0.3119,0.246,7.037999999999999,0.4465,1.0,0
0.0036,0.7306,0.0,0.0772,1.0,1
0.2362,0.7711,6.9727,0.0468,1.0,1
0.0737,0.4582,13.0508,-0.003,1.0,1
-0.843,3.1839,0.0,0.0559,1.0,0
0.0594,0.7355,235.2667,0.0668,1.0,0
0.6594,3.2902,19.0258,0.0949,1.0,1
0.2082,2.3752,7.7929,0.1589,1.0,1
0.5046,1.6157,9.7705,0.1272,1.0,1
0.2868,0.8686,15.6826,0.1339,1.0,0
0.2753,0.0,14.3448,0.0249,1.0,1
0.152,1.5757,30.9413,0.1954,1.0,1
0.3805,1.5192,6.7028,0.0393,1.0,0
0.1667,0.3343,9.4928,0.1516,1.0,1
0.145,0.6727,7.5449,-0.0604,1.0,1
0.0517,0.7462,32.6459,0.1767,1.0,1
-0.2572,1.0122,0.0,0.7086,1.0,1
0.0003,1.0956,0.0,0.1893,1.0,1
0.0548,2.5615,0.0,0.1136,1.0,1
0.0883,2.3065,9.8235,-0.0325,1.0,1
0.1786,0.8803,29.7677,0.0602,1.0,1
-1.0838,0.0,0.0,-0.1975,1.0,1
0.1446,0.0689,13.7838,0.1851,1.0,1
0.0969999999999999,12.5328,59.2667,-0.3524,1.0,1
-0.0787,0.0554,0.0,0.0644,1.0,0
0.144,0.9288,12.8466,0.0594,1.0,1
0.2824,1.4758,21.1268,0.1189,1.0,1
0.1021,1.1956,13.0917,0.0729,1.0,1
-0.003,0.4366,0.0,0.9822,1.0,1
0.1533,0.1367,46.9593,0.1323,1.0,1
-0.0084,1.2211,0.0,0.1673,1.0,1
0.1111,1.8379,9.9468,0.1123,1.0,1
0.2095,0.4452,9.9558,-0.0018,1.0,1
0.0291,0.0,26.75,-0.0208,1.0,0
0.0917,0.6621,24.6879,0.0583,1.0,1
0.257,0.1575,12.1789,0.0297,1.0,1
0.0569,0.0091,122.2885,0.225,1.0,1
0.1057,0.7361,28.2655,0.1743,1.0,1
-0.1536,0.7027,0.0,0.2208,1.0,0
-0.0958,0.4093,0.0,0.7914,1.0,1
0.1464,2.1422,37.8667,0.1983,1.0,1
0.0981,0.0,210.0,0.2376,1.0,0
0.1983,0.8338,21.8754,0.1062,1.0,1
0.1294,0.6376,2.6626,0.0263,1.0,0
0.0803,0.2319,15.1818,-0.0314,1.0,1
-0.1933,1.1362,0.0,-0.318,1.0,0
0.1412,1.5108,18.36,-0.0051,1.0,1
0.0428,2.9802,28.0957,0.3092,1.0,1
0.1654,0.4533,14.1284,0.089,1.0,1
0.0362,0.7363,49.5855,0.0277,1.0,1
0.1909,0.3074,5.5108,-0.6025,1.0,1
0.6029,-3.8134,0.0,0.2785,1.0,1
0.1286,0.044,11.3369,-0.1074,1.0,1
0.1579,2.2406,16.4083,-0.1148,1.0,0
0.0192,2.1148,72.4706,0.0151,1.0,0
0.0657,0.6247,35.0506,-0.0042,1.0,1
0.0659,0.2932,0.0,-0.051,1.0,1
-0.0495,0.7519,0.0,-0.0936,1.0,0
0.2896,1.0834,18.5873,0.0424,1.0,1
0.0472,1.2279,33.6061,0.0987,1.0,1
0.072,0.1907,16.3254,-0.0385,1.0,1
0.0461,0.4209,9.5629,-0.0636,1.0,0
0.1062,0.6333,9.8286,0.1195,1.0,1
-0.1818,1.1959,0.0,0.1224,1.0,1
0.3479,0.0,10.546,0.2939,1.0,0
0.3272,1.1468,5.0691,0.0455,1.0,0
